Wavelength [nm],Lampe Halogene #0,DEL #2,Bulbe Halogen  #3,DEL #2,Fluorescent tourbillon,DEL Chandelier,Fluorescent Philipps,Globe incandescent,
586.039,34077.52,54060.57,48715.54,52772.06,2101.73,47521.92,7304.42,44274.18,
586.236,34044.75,53454.37,47957.8,52145.38,2257.37,46885,7656.67,43754,
586.434,34224.97,53444.13,48852.76,52444.38,2107.87,47440,7752.93,43584.02,
586.631,34528.07,54093.34,49286.93,52536.54,2091.49,48058.49,8170.71,43629.07,
586.828,34876.23,54289.94,48707.35,53415.12,2204.13,47827.07,8471.76,43786.77,
587.026,34640.71,54683.15,48359.2,53286.1,2290.14,47882.36,9071.82,44153.35,
587.223,34681.67,54859.28,47693.61,53976.26,2318.81,48031.86,9839.81,44122.63,
587.42,34384.71,55248.39,46593.85,53763.28,2349.53,47310.98,10396.85,43846.16,
587.618,34466.63,55485.96,47660.84,54195.4,2533.85,47798.4,10720.43,44337.67,
587.815,34653,55326.22,47130.42,53863.63,2585.05,47460.48,10890.42,43643.41,
588.012,34460.49,55617.03,47134.51,53906.63,2505.18,47333.51,10781.87,44005.9,
588.21,34163.53,55543.3,47619.88,53761.23,2357.72,47411.33,10429.62,44106.25,
588.407,34954.05,55727.62,48744.22,53945.54,2324.96,47640.7,10194.11,44657.15,
588.604,34450.25,56235.52,48920.34,53671.12,2159.07,47667.33,9305.29,44253.7,
588.801,34458.44,55940.61,48375.58,53097.69,2036.19,47837.31,8430.8,43956.75,
588.999,35035.97,56198.65,47646.5,53621.97,1882.6,48081.02,7826.65,43780.62,
589.196,34564.93,56049.15,48181.02,52786.39,1935.84,48259.19,7277.8,43676.18,
589.393,34837.31,56477.18,48940.82,53898.44,1673.7,48126.07,6757.61,44325.38,
589.59,35009.34,56538.61,48891.67,53538,1659.37,48435.31,6294.77,44077.58,
589.787,35146.56,56112.64,48240.42,53939.4,1583.59,48408.69,5752.06,44589.57,
589.984,34906.94,56110.59,48514.84,54176.97,1636.84,48392.31,5442.82,43852.3,
590.182,34507.59,55526.92,49184.53,54406.34,1554.92,48294,5332.23,43891.21,
590.379,34982.72,56043.01,50378.5,54912.19,1317.36,49027.18,5129.48,44503.56,
590.576,35011.39,55973.38,49860.36,54828.22,1415.66,48803.95,5133.57,44114.44,
590.773,34964.29,56047.1,49823.5,55577.78,1311.21,48885.87,4906.25,44268.04,
590.97,34618.18,55942.66,49630.99,55116.98,1350.12,48353.4,4961.55,44235.27,
591.167,34560.84,56002.05,50652.92,55078.07,1450.47,49135.72,5117.19,44792.32,
591.364,34452.3,55625.22,49297.17,54693.05,1446.38,48306.29,5319.94,43743.76,
591.561,34401.1,56063.49,49952.52,54947,1460.71,49176.68,5420.29,44261.9,
591.758,34507.59,54672.92,49155.86,54097.09,1565.16,48955.5,5889.28,43956.75,
591.955,34863.94,55264.78,49350.41,53732.56,1692.13,49004.65,6161.66,44464.64,
592.152,34569.03,55625.22,49147.67,54668.48,1681.89,49029.23,6472.95,44519.94,
592.349,34288.46,55391.75,49489.68,53955.78,1628.65,48697.45,6741.23,44528.13,
592.546,34870.08,55801.35,49721.1,53660.88,1688.04,48949.35,7511.27,44298.76,
592.743,34745.16,55739.91,49401.61,53492.94,1849.83,49692.77,8027.35,44390.92,
592.94,34278.22,55424.52,48297.76,53230.8,1821.16,48906.35,8369.37,43874.83,
593.137,34464.58,55776.77,48838.42,53687.5,1984.99,49770.59,9174.22,44677.63,
593.334,35158.84,56616.44,48998.16,53562.57,2036.19,50264.15,9368.77,44868.09,
593.531,34583.37,55715.33,49217.3,53396.69,1989.09,49725.53,9731.26,44407.3,
593.727,35408.7,56417.78,48977.68,53667.02,2015.71,49823.84,9671.87,44599.81,
593.924,35289.91,56692.21,49143.57,53980.36,1993.19,49905.76,9471.17,44571.14,
594.121,35633.97,56903.15,48523.04,53920.97,1726.95,49281.13,8922.32,44157.45,
594.318,35742.52,57312.75,49655.56,54385.86,1704.42,49877.08,8723.66,44976.64,
594.515,35597.11,56935.92,48981.78,54455.49,1612.26,48992.36,7978.2,44589.57,
594.712,35986.22,57791.97,50421.5,54793.4,1690.09,49950.81,7503.07,44984.83,
594.908,35199.8,57572.84,50398.97,54019.27,1649.13,49633.38,6776.05,44767.74,
595.105,35384.12,58185.18,50067.2,54826.17,1337.84,50081.88,6257.91,44956.16,
595.302,34739.01,57390.57,49428.24,53886.15,1343.98,49205.35,5735.68,43784.72,
595.499,35482.42,58107.36,49981.19,53955.78,1208.81,49926.24,5418.24,44947.96,
595.696,35066.69,57460.2,49088.27,54807.74,1237.49,49600.61,5098.76,44626.43,
595.892,35240.76,57775.59,48643.87,54455.49,1026.54,49780.83,4740.36,44837.37,
596.089,35975.98,57574.89,48738.07,55014.58,1104.37,50434.13,4576.53,45210.1,
596.286,35746.61,57492.97,48807.7,54758.59,967.15,50483.28,4252.95,45300.22,
596.482,35867.44,57519.59,48563.99,55104.7,1032.69,50837.58,4265.24,44939.77,
596.679,35728.18,57255.4,48744.22,54424.77,1008.11,50501.71,4119.83,44888.57,
596.876,35900.21,57873.89,48588.57,54891.71,840.18,50436.18,3777.82,44902.91,
597.072,35621.69,57501.16,49370.89,54340.8,948.72,50901.07,3888.41,44759.55,
597.269,35740.47,57886.18,48477.98,54512.83,948.72,50393.17,3839.26,45058.56,
597.466,35795.76,57103.85,48637.72,54197.44,909.81,50227.29,3923.23,44739.07,
597.662,35922.74,57720.29,49022.74,54656.19,911.86,50643.02,3955.99,44892.67,
597.859,35676.98,57030.13,50110.21,54291.65,754.16,51255.37,3935.51,44884.48,
598.055,35787.57,57427.43,49684.23,55028.92,862.71,51466.31,3962.14,45271.54,
598.252,35838.77,57282.03,47529.77,54537.41,909.81,50767.95,4207.89,44657.15,
598.448,35719.99,57460.2,47394.6,54791.36,1004.02,51318.85,4467.99,44882.43,
598.645,35107.65,56968.69,48514.84,54648,1047.02,51251.27,4742.41,45158.91,
598.841,35126.08,56524.28,48799.51,53875.91,1044.98,51499.08,5102.86,44714.5,
599.038,35048.25,57126.38,50290.43,54230.21,1309.16,51462.21,5342.47,44919.29,
599.234,35271.48,56868.34,49579.79,54103.24,1319.4,51456.07,5741.82,45246.97,
599.431,34728.77,56542.71,49837.83,53169.36,1217.01,50919.5,5885.18,44894.72,
599.627,34988.86,56253.95,49698.57,53632.21,1374.7,50647.12,6003.96,44737.02,
599.824,35148.6,56571.38,49637.13,53527.76,1300.97,51382.34,6337.78,45074.94,
600.02,34478.92,56083.97,49118.99,52964.57,1202.67,50729.04,6345.97,45085.18,
600.217,34753.35,56532.47,48942.87,53654.73,1266.16,51454.02,6409.46,45380.09,
600.413,35478.33,56645.11,48346.91,53333.2,1274.35,50982.99,6321.4,44988.92,
600.609,34997.06,56608.25,49188.63,52866.27,1225.2,51238.98,6159.61,45152.76,
600.806,35418.94,56714.74,49243.92,53673.16,1407.47,51069,6161.66,44997.12,
601.002,35011.39,57210.35,49338.13,53998.79,1163.76,51906.62,5674.24,45654.51,
601.198,35048.25,57200.11,48938.77,53869.77,1067.5,51443.78,5264.64,45021.69,
601.395,34913.09,56923.63,48703.26,53009.62,1073.65,51351.62,5156.1,45324.79,
601.591,35289.91,56978.93,49069.84,53232.85,1008.11,51679.3,4756.75,44915.2,
601.787,35056.45,57066.99,49657.61,53103.83,1083.89,51621.95,4515.09,45435.38,
601.984,35418.94,56571.38,49512.2,53275.86,924.15,51839.04,4058.39,45337.08,
602.18,35666.74,57507.3,50671.35,53740.75,762.36,52353.08,3953.94,45384.18,
602.376,35857.2,57378.28,50499.33,53607.63,872.95,51880,3759.39,45398.52,
602.572,35623.73,57390.57,51033.85,53824.71,895.47,52469.81,3503.39,45711.86,
602.769,36039.47,57804.26,50734.84,53802.19,850.42,52629.55,3446.05,45543.92,
602.965,35795.76,56962.54,51209.97,54152.39,885.23,52064.31,3052.84,45287.93,
603.161,35588.92,57353.71,50722.55,54285.51,782.84,52371.51,3050.79,45644.27,
603.357,35498.81,56765.94,49665.8,53329.11,874.99,52869.17,2997.54,45605.36,
603.553,35613.49,57001.46,49239.82,54285.51,901.62,52531.25,3030.31,45677.04,
603.75,35812.15,56509.94,49878.79,54293.7,795.12,52707.38,2762.03,46037.48,
603.946,35928.88,56614.39,49268.5,54729.92,774.64,52547.64,2735.4,45472.24,
604.142,36031.28,56755.7,49833.74,54600.89,864.75,53366.82,2807.08,45775.34,
604.338,35937.07,55989.76,48965.4,54004.94,989.68,52342.84,2999.59,45437.43,
604.534,35298.11,55875.07,50063.11,53982.41,766.45,53182.51,2688.3,45996.52,
604.73,35013.44,56126.97,49166.1,53886.15,815.6,52918.32,2874.67,45517.3,
604.926,34476.87,55604.74,50925.3,53363.92,803.32,53372.97,2807.08,46055.92,
605.122,34845.51,55846.4,50839.29,53214.42,846.32,53260.33,2929.96,46293.48,
605.318,34859.84,55393.8,50648.83,52700.38,883.19,53289,2882.86,46236.14,
605.514,34851.65,55461.38,50118.4,52546.78,834.04,53256.23,3083.56,45672.95,
605.71,34689.86,55461.38,50693.88,52292.83,870.9,53041.2,3056.93,46025.2,
605.906,35531.58,56063.49,50026.24,52919.51,825.84,52981.8,3118.37,46305.77,
606.102,35076.93,55807.49,50161.41,52772.06,834.04,53082.16,3145,46197.23,
606.298,35404.6,56325.63,50294.53,52917.46,932.34,53366.82,3245.35,46414.31,
606.494,35523.38,56387.06,51015.41,52665.56,946.67,53663.78,3439.9,46639.59,
606.69,35568.44,56165.88,50808.57,52518.11,934.39,53446.69,3661.09,47034.84,
606.886,35724.08,56329.72,51332.85,52403.42,838.13,53362.73,3722.52,46864.86,
607.082,35060.54,55772.67,49839.88,52540.64,961.01,52680.75,3783.96,46090.73,
607.278,35668.79,56342.01,51287.79,52698.33,901.62,53784.61,4054.3,46545.38,
607.474,35205.95,56057.34,51650.28,52485.34,930.29,53360.68,4265.24,46303.72,
607.67,35803.95,56346.11,52569.82,53091.54,997.87,53993.5,4551.95,47292.89,
607.866,35341.11,55567.88,50816.76,52456.67,975.35,53575.72,4670.73,46299.62,
608.062,36135.73,56681.97,51369.71,53675.21,1182.19,53809.18,5412.1,47178.2,
608.257,35959.6,56604.15,50036.48,53531.86,1260.01,53934.11,5741.82,46774.75,
608.453,35793.72,56741.36,50077.44,54242.5,1190.38,54497.3,6274.29,46787.04,
608.649,36207.4,57478.63,50431.74,54209.73,1356.27,54734.87,7052.52,47356.38,
608.845,35806,56884.72,50212.61,53785.8,1475.05,54128.67,7869.66,46954.97,
609.041,35748.66,57075.18,50620.16,52751.58,1786.34,54538.26,9002.19,47057.37,
609.236,35926.83,56841.71,51382,52536.54,2007.52,55095.31,10658.99,47202.78,
609.432,36217.64,56632.82,51840.74,52526.3,2578.9,55318.54,12928.14,47325.66,
609.628,36137.77,56833.52,52877.02,52219.11,3017.17,55349.26,16159.84,47559.12,
609.824,36219.69,56124.92,52123.36,52890.84,3846.6,54796.31,19940.39,47348.18,
610.019,36365.1,56073.73,52209.38,52432.1,4397.5,55007.25,23806.95,47669.72,
610.215,36145.97,56387.06,52965.08,52821.21,5353.9,54753.3,29164.44,47327.7,
610.411,36756.26,57052.65,53737.16,53341.39,6482.33,55595.01,35674.93,47894.99,
610.606,36516.65,56593.91,52694.75,52485.34,7680.39,55676.93,41390.81,47626.71,
610.802,36655.91,56731.12,52856.54,52980.95,8741.24,55564.29,48589.42,47995.34,
610.998,36473.64,56411.64,51828.46,52759.77,9976.17,55681.03,56187.39,47837.65,
611.193,36537.13,56174.08,52072.17,53095.64,11131.22,56037.37,62515.61,48011.73,
611.389,36694.82,56520.18,51054.32,53132.5,12122.44,55803.91,63777.16,48103.88,
611.584,37055.26,56688.12,51482.35,53241.04,12917.05,55779.33,63777.16,48583.11,
611.78,36805.41,56438.26,50368.26,53486.8,13177.14,55525.38,63777.16,48110.03,
611.976,37387.03,57161.2,51365.62,53353.68,13564.21,56029.18,63777.16,48759.23,
612.171,37413.66,56849.91,51070.71,53914.83,13349.17,56102.91,63777.16,48900.54,
612.367,37319.45,56575.48,52029.16,53181.65,12818.75,56090.62,63777.16,48896.45,
612.562,37301.02,56389.11,52074.21,53302.48,12034.38,56020.99,63777.16,48413.13,
612.758,37114.65,55670.28,52156.13,52700.38,11497.81,55836.67,63777.16,48519.62,
612.953,36635.43,55756.29,52795.1,52411.62,10557.79,55664.64,63777.16,48654.79,
613.149,37821.2,56350.2,53548.75,53198.04,10195.3,56541.17,63777.16,49013.18,
613.344,37172,55588.36,52502.24,52243.68,9300.34,55914.5,63777.16,48882.11,
613.539,37890.84,57040.37,54142.66,52751.58,8882.55,57233.39,57555.43,49504.7,
613.735,37903.12,56045.05,53124.82,52784.35,8188.29,57075.69,48908.91,49781.17,
613.93,38294.28,56280.57,52553.44,53195.99,7817.61,57571.3,45421.22,49347,
614.126,37763.86,56536.57,52188.9,53028.05,7070.1,57229.29,42537.68,49189.31,
614.321,37638.93,57095.66,53233.36,53886.15,6820.25,58183.65,40280.81,50059.69,
614.517,37933.84,57148.91,53143.25,53421.26,6476.19,57892.83,37382.94,49639.86,
614.712,37645.08,56747.51,53616.33,53050.58,5996.96,57343.98,34888.51,50270.64,
614.907,37948.18,56634.87,53669.58,52727,5603.75,57319.4,32215.91,50020.78,
615.103,37841.68,57124.33,55215.8,53169.36,5267.89,57642.98,30260.1,50702.76,
615.298,37712.66,56518.13,54425.28,52491.49,4831.67,57065.45,27612.08,49809.84,
615.493,37909.27,56282.62,55545.52,52610.27,4610.49,57956.32,26502.08,50403.75,
615.688,37729.05,55195.15,54582.98,51932.39,4147.65,57397.23,24194.02,49912.24,
615.884,38521.61,56518.13,54722.24,52382.94,3922.37,58318.81,22828.02,51255.71,
616.079,38218.51,55842.31,53814.99,51981.54,3615.18,56977.39,20665.37,50254.25,
616.274,38730.5,56837.62,54568.64,52606.17,3267.02,58599.38,19135.54,51222.94,
616.47,38589.19,56354.3,53890.76,52432.1,2972.11,57839.59,17337.42,50672.04,
616.665,38382.35,56387.06,54044.36,53083.35,2841.04,58372.06,15834.21,50788.77,
616.86,38359.82,56602.1,54009.54,52985.05,2761.17,58597.34,14593.14,50762.15,
617.055,38294.28,56333.82,54826.68,52698.33,2548.19,58478.55,13388.94,50676.13,
617.25,38257.42,56192.51,54879.93,52714.72,2329.05,58867.67,12068,50891.17,
617.445,38353.68,56356.35,54724.28,52440.29,2228.7,59379.66,11476.13,51739.03,
617.641,37659.41,55084.56,53661.39,51293.43,2060.77,58535.9,10331.32,50586.02,
617.836,38259.47,55981.57,55207.61,51891.43,1935.84,59269.07,9780.42,51421.59,
618.031,38562.57,55334.41,53958.34,51356.91,1812.96,58492.89,8656.08,51210.65,
618.226,38900.48,55764.48,54281.92,52147.43,1833.44,59371.47,8213.72,51696.02,
618.421,38714.12,55862.78,53792.46,52294.88,1765.86,58537.94,7695.58,51708.31,
618.616,39142.14,56505.85,53941.96,52780.25,1720.81,58767.32,7296.23,51806.61,
618.811,38451.98,55784.96,53413.58,52055.27,1518.06,58789.84,6835.44,51476.89,
619.006,38869.76,56292.86,55404.21,52651.23,1495.53,59510.73,6573.3,52152.72,
619.201,38490.89,55414.28,55146.17,51703.02,1536.49,58908.63,6233.33,51233.18,
619.396,39105.28,55612.93,55678.64,52002.02,1446.38,59690.95,6196.47,51681.69,
619.591,38392.59,54748.69,54957.75,50699.51,1419.75,58822.61,5737.73,50772.39,
619.786,38681.35,55242.25,55449.27,51530.99,1446.38,59727.81,5795.07,51853.72,
619.981,38796.04,54416.92,54505.15,50359.55,1483.24,58793.94,5586.18,51087.78,
620.176,38466.31,54996.49,55097.02,50826.49,1532.39,59365.32,5674.24,52214.16,
620.371,38576.9,54140.44,54062.79,50259.2,1423.85,58677.21,5471.49,51325.34,
620.566,38685.45,54371.86,54191.81,50715.9,1507.82,58609.62,5588.22,51810.71,
620.761,38460.17,54855.18,53272.28,50728.19,1671.65,58232.8,5537.02,52058.51,
620.956,38996.74,55014.93,53321.43,50593.02,1511.91,58488.79,5645.57,51763.6,
621.151,38140.69,53833.25,52655.84,50062.6,1513.96,58066.91,5541.12,51585.43,
621.346,38126.35,54412.82,53700.3,50363.65,1661.41,59054.03,5672.19,52167.05,
621.541,38083.34,53607.97,52874.97,50183.43,1528.3,57622.5,5696.77,51345.82,
621.735,38202.13,53935.65,54642.37,50124.04,1532.39,59359.18,5928.19,52298.12,
621.93,37518.1,53425.7,54593.21,49741.07,1567.21,58218.46,5709.05,51198.37,
622.125,38028.05,53257.77,56102.57,49474.83,1507.82,59174.86,5838.08,51483.03,
622.32,37870.36,52430.39,54836.92,48397.6,1520.1,58597.34,5864.7,50776.48,
622.515,38451.98,52307.51,55649.97,49083.67,1479.15,58910.67,5979.39,51558.81,
622.709,38652.68,52348.47,55393.97,48500,1786.34,58388.44,5909.76,51468.7,
622.904,38826.76,52112.95,56817.31,48696.6,1671.65,58245.08,6212.85,51956.11,
623.099,38796.04,52368.95,55637.68,48510.24,1632.74,58128.35,6151.42,51247.52,
623.294,38419.21,52651.57,56274.6,47979.81,1747.43,57905.12,6604.02,51691.93,
623.488,38417.16,52016.7,55334.58,47793.45,1657.32,57720.8,6364.4,51014.05,
623.683,38243.09,52158.01,56753.82,47557.93,1585.64,57810.92,6554.87,51612.06,
623.878,37767.96,51078.73,55895.72,46574.91,1618.41,56905.71,6479.09,50975.14,
624.072,37561.11,50869.84,56503.97,46886.2,1737.19,57409.51,6954.22,51444.12,
624.267,37626.65,50296.41,55826.09,46658.87,1784.29,57464.81,6821.1,51816.85,
624.462,37702.42,49860.19,55619.25,46083.39,1751.53,57280.49,7070.95,51095.97,
624.656,37694.23,49825.37,55432.88,46091.58,1624.55,57176.04,6755.57,50975.14,
624.851,37808.92,50103.9,55803.56,46265.66,1673.7,57380.84,7181.54,51278.24,
625.046,38202.13,49630.82,55666.35,46150.98,1784.29,57653.22,7105.77,51007.9,
625.24,38097.68,49870.43,55506.61,46699.83,1839.59,57370.6,6905.07,51091.87,
625.435,38034.19,49466.98,54965.95,46277.95,1767.91,57094.13,6989.03,50530.73,
625.629,37884.69,49526.37,55375.54,46107.97,1858.02,57202.67,7175.4,50917.79,
625.824,38359.82,49075.82,55461.55,45915.46,1796.58,56963.06,7302.37,50958.75,
626.018,37829.4,49141.35,55842.48,45491.53,1860.07,57157.61,7226.6,50837.92,
626.213,37341.98,48010.87,55637.68,44653.91,1829.35,55377.93,7113.96,49977.78,
626.407,37860.12,48574.06,56845.98,44766.55,1733.09,55848.96,7238.89,50882.98,
626.602,37298.97,48109.18,56596.13,43900.26,1763.81,55166.99,7068.91,50663.85,
626.796,37358.36,48354.93,57036.44,44371.29,1710.57,56012.8,7206.12,50801.06,
626.991,37382.94,48121.46,56927.9,43973.99,1806.82,55455.75,7242.98,50420.14,
627.185,37317.4,48227.96,56854.17,43814.24,1602.02,56129.53,7353.57,50727.33,
627.38,37632.79,47691.39,56477.35,43490.66,1659.37,55875.58,7103.72,50444.71,
627.574,36799.27,47296.13,55602.86,43148.65,1765.86,56508.41,7283.94,50725.28,
627.768,37247.77,47113.86,54529.73,43099.5,1579.5,55607.3,7171.3,50512.3,
627.963,37141.28,47142.53,55140.02,42716.53,1542.63,55934.98,7038.19,50106.8,
628.157,37079.84,46978.7,54892.22,42784.12,1563.11,55291.91,6962.41,50078.13,
628.352,37448.47,46794.38,55682.73,42927.47,1411.56,55181.32,6880.49,50713,
628.546,37198.62,46417.55,54109.89,42259.84,1368.56,54392.86,6817.01,49678.77,
628.74,37745.43,46655.12,55260.85,42780.02,1442.28,54839.31,6890.73,50375.08,
628.935,37333.79,46110.36,54546.11,42372.47,1444.33,54188.06,6774,49707.44,
629.129,37264.16,46483.09,54247.11,42442.1,1384.94,55083.02,7013.61,50485.67,
629.323,36932.39,46378.64,52805.34,41702.79,1561.06,54112.28,7167.21,49875.38,
629.517,36715.3,45385.38,52967.13,42274.17,1358.32,54229.02,7175.4,49932.72,
629.712,36907.81,45360.8,52915.93,41760.13,1528.3,54161.43,7535.84,49772.98,
629.906,36774.69,45049.51,54265.54,41631.11,1401.32,54321.18,7851.23,50110.89,
630.1,36227.88,44345.01,53921.48,40549.78,1606.12,53936.16,8144.09,49955.25,
630.294,36365.1,44144.31,54423.23,40963.47,1757.67,54812.69,8686.8,50338.22,
630.489,36057.9,44357.3,54363.84,40373.66,1800.68,54093.85,9356.49,49994.16,
630.683,36270.89,44205.75,54595.26,40590.74,1858.02,54196.25,9688.26,50201,
630.877,36217.64,43202.24,53604.05,39951.77,1788.39,52959.28,9813.18,49465.78,
631.071,36494.12,43572.92,53606.09,39992.73,1937.89,52596.79,10480.82,49760.69,
631.265,36514.6,43486.91,53421.78,39974.3,1997.28,53131.31,10923.18,49738.16,
631.459,36512.55,43130.56,53028.57,39908.77,2083.3,52623.41,10888.37,49633.72,
631.653,36418.35,42874.57,53055.19,39566.76,2021.86,52234.3,10554.55,49523.13,
631.848,36776.74,42649.29,53053.14,39919.01,1812.96,52101.18,10450.1,49449.4,
632.042,36270.89,42811.08,53298.9,39353.77,1796.58,52101.18,10063.04,49478.07,
632.236,36166.45,42985.16,55561.9,39169.45,1688.04,52758.58,9630.91,49883.57,
632.43,36018.99,42864.33,55025.34,39058.86,1645.03,52299.83,8959.18,49469.88,
632.624,35801.91,42815.18,56071.85,39114.16,1534.44,52783.15,8242.39,49842.61,
632.818,35957.55,42571.47,54849.21,38630.83,1284.59,52748.34,7265.51,49457.59,
633.012,35107.65,42043.09,54695.61,38143.42,1233.39,52746.29,6593.78,49437.11,
633.206,35482.42,41756.38,54099.65,37977.53,1137.13,52533.3,5911.8,49541.56,
633.4,35892.02,41391.84,54810.3,37975.48,1001.97,52688.95,5289.22,49568.18,
633.594,35279.67,40963.81,53253.84,37359.05,985.58,51564.61,4701.45,49023.42,
633.788,35355.45,41047.78,53118.68,37217.74,909.81,51658.82,4203.8,49271.23,
633.982,35568.44,40908.52,52676.32,37252.55,786.93,50978.89,3745.05,49363.39,
634.176,35480.38,41027.3,52537.05,37338.57,850.42,51245.13,3327.27,49908.15,
634.369,35171.13,40541.93,51408.62,36697.55,645.62,51208.26,2909.48,49410.49,
634.563,35177.28,40120.05,51627.76,36734.42,600.57,51040.33,2729.26,48880.06,
634.757,34841.41,39937.78,52041.45,36376.02,432.63,50847.82,2301.23,49168.83,
634.951,35576.63,40150.77,53403.35,36775.37,582.14,51345.48,2180.4,49351.1,
635.145,35607.35,39972.6,53438.16,36193.75,545.27,50819.15,2084.15,49467.83,
635.339,35586.87,39988.98,53927.63,35978.71,395.77,51134.54,2002.23,49498.55,
635.533,35715.89,39800.57,53544.65,35632.61,528.89,50729.04,1924.41,49414.58,
635.726,35531.58,39581.43,53278.42,35501.54,506.36,50886.73,1740.09,49703.35,
635.92,35703.6,39126.78,52809.43,35487.2,430.59,50694.22,1633.6,49267.13,
636.114,35799.86,39675.64,53352.15,35773.92,342.52,50835.53,1572.16,49496.5,
636.308,35801.91,39059.2,52430.56,35321.32,403.96,50477.14,1545.53,49222.08,
636.501,35138.37,39094.02,53325.52,35259.88,385.53,50751.57,1412.42,49004.99,
636.695,35453.75,39102.21,53126.87,35362.28,455.16,49885.28,1543.49,49279.42,
636.889,34982.72,38954.75,53692.11,35280.36,252.41,49846.36,1389.89,49129.92,
637.083,35410.74,38483.72,52995.8,34977.26,389.63,49330.28,1449.28,48404.94,
637.276,35650.36,38344.46,53573.33,34715.12,363,49428.58,1314.11,49031.61,
637.47,36064.05,38450.95,54136.52,34936.3,336.38,49225.83,1209.67,48800.19,
637.664,36358.95,37883.67,55125.69,34565.62,289.28,49309.8,1244.48,49179.07,
637.857,36860.71,38637.32,54046.41,34659.82,455.16,49584.22,1269.06,48755.14,
638.051,36614.95,38084.37,53728.97,34530.8,334.33,49723.49,1213.76,49478.07,
638.244,36557.61,38119.18,52979.42,34606.58,346.62,49569.89,1242.43,48947.65,
638.438,36105.01,37664.53,53192.4,34426.35,313.85,49305.7,1279.3,49410.49,
638.632,35949.36,37703.45,52600.54,33953.27,426.49,48949.35,1332.54,49113.53,
638.825,35373.88,36968.23,51807.98,33435.14,238.08,48574.58,1178.95,48460.23,
639.019,35502.9,36456.23,52008.68,33285.64,489.98,48398.45,1289.54,48925.12,
639.212,35326.78,36093.74,51191.54,32775.69,363,48060.54,1064.26,48810.43,
639.406,35851.06,36654.89,51308.27,32841.23,422.39,48015.48,1090.88,48789.95,
639.599,35570.49,36140.85,51762.92,32370.19,320,47661.18,1111.36,49211.84,
639.793,35621.69,36296.49,52397.79,32296.47,387.58,47489.15,1115.46,48777.67,
639.986,35076.93,35497.78,52324.07,31856.15,393.72,46811.28,1097.03,48472.52,
640.18,36018.99,35839.79,52444.9,32642.57,481.78,47026.31,1062.21,48880.06,
640.373,35883.83,35741.49,52682.46,32136.73,338.43,47362.18,1068.36,48712.13,
640.567,35085.12,35168.06,53085.91,32257.56,334.33,47059.08,1084.74,48515.53,
640.76,35195.71,35176.25,53317.33,32126.49,320,47065.22,1107.27,48544.2,
640.954,35261.24,34897.73,52352.74,31708.7,449.02,47276.16,1068.36,48261.58,
641.147,35089.21,34942.78,52444.9,31700.51,379.39,46856.33,941.38,48458.18,
641.34,34855.75,34809.67,51969.77,31583.77,352.76,46565.52,986.44,48437.7,
641.534,35375.93,34604.87,53278.42,31559.2,377.34,47165.57,1060.17,48669.12,
641.727,34868.03,34547.53,52068.07,31247.91,508.41,46618.77,1160.52,48462.28,
641.92,35181.37,34461.51,52123.36,31190.56,438.78,46934.15,1072.45,48722.37,
642.114,34712.39,34103.12,52066.02,30316.08,545.27,46084.25,1058.12,48449.99,
642.307,34483.02,33904.46,52494.05,30103.09,408.06,45912.22,1047.88,48253.39,
642.5,34290.51,33220.44,52186.85,30111.28,416.25,45949.08,1064.26,48544.2,
642.694,33710.93,32427.88,51586.8,29550.14,434.68,45576.35,1111.36,48323.02,
642.887,34147.15,32548.71,51898.09,29453.89,500.22,45748.38,937.29,48306.63,
643.08,34855.75,32434.02,52815.58,29656.64,500.22,46254.23,1172.8,48970.18,
643.273,34571.08,32401.25,52164.32,29515.33,393.72,45084.84,1199.43,48615.88,
643.467,34870.08,32087.92,52780.76,29331.01,371.19,45775,1043.78,48374.22,
643.66,34118.48,31782.77,51971.81,28653.13,356.86,45170.85,1008.97,47686.1,
643.853,34452.3,31688.56,52432.61,28948.04,330.23,45625.5,1025.35,48177.61,
644.046,34464.58,31475.57,51547.89,28587.6,309.76,45043.88,1135.94,47612.37,
644.239,34448.2,31977.33,53053.14,28587.6,328.19,45543.58,1062.21,48499.14,
644.432,34609.99,31426.42,53608.14,28386.89,297.47,45066.41,1002.82,47860.18,
644.626,34630.47,31072.12,53948.1,28143.19,215.55,44648.62,873.8,48247.24,
644.819,34720.58,31113.08,53104.34,27950.68,227.84,45013.16,933.19,47628.76,
645.012,34224.97,30922.62,52838.11,27958.87,340.47,45000.87,945.48,48474.57,
645.205,34272.07,31059.84,52057.83,27719.26,373.24,44617.9,1049.93,48335.31,
645.398,34134.86,30979.96,51382,27647.58,401.91,43974.84,1150.28,48134.6,
645.591,33682.26,30377.86,50710.27,27700.83,287.23,43712.7,984.39,47696.34,
645.784,33659.73,30066.57,52293.35,26949.22,252.41,44028.09,998.73,48103.88,
645.977,33403.74,29601.68,52727.52,26945.12,188.93,43253.95,898.38,48146.89,
646.17,33528.66,30123.91,52682.46,26721.9,324.09,43540.67,931.14,48468.42,
646.363,33569.62,29325.21,51842.79,26650.22,252.41,43331.78,949.57,47968.72,
646.556,33297.24,29374.36,50632.44,26246.77,238.08,43356.35,1021.25,47600.08,
646.749,33381.21,29194.14,49999.62,26494.57,133.63,43405.5,861.51,47872.46,
646.942,33807.19,29443.99,50530.04,26740.33,311.8,43454.65,1017.16,48499.14,
