Wavelength [nm],Lampe Halogene #0,DEL #2,Bulbe Halogen  #3,DEL #2,Fluorescent tourbillon,DEL Chandelier,Fluorescent Philipps,Globe incandescent,
446.22,4146.45,7520.48,6748.57,11771.72,1300.97,2728.75,349.52,4781.15,
446.426,4365.59,8192.22,6934.93,12535.62,1518.06,2890.54,316.75,4981.85,
446.633,4146.45,8048.86,7207.31,12564.29,1636.84,3005.22,466.25,5035.1,
446.839,4404.5,8634.58,7121.3,13469.49,1767.91,3314.47,642.38,5129.31,
447.046,4115.73,7866.59,6627.74,12492.61,1366.51,3011.37,339.28,4842.59,
447.252,4443.41,8495.32,7254.42,13582.13,1577.45,3349.28,478.54,5002.33,
447.459,4252.95,8454.36,7117.2,13743.92,1624.55,3441.44,410.96,5006.43,
447.665,4168.98,8657.11,6879.64,13754.16,1526.25,3330.85,423.25,4877.41,
447.871,4535.57,8970.44,7149.97,14413.6,1675.75,3644.19,464.21,5051.49,
448.078,4723.98,9724.1,7244.18,15337.24,1538.54,3742.49,525.65,5297.24,
448.284,4326.68,9072.84,6869.4,14659.36,1575.4,3691.29,525.65,5174.36,
448.491,4369.68,9269.45,6941.08,15152.92,1702.37,3621.66,439.63,5067.87,
448.697,4691.21,9816.26,7256.47,15693.58,1659.37,4127.51,447.82,5266.52,
448.903,4449.55,9711.81,7149.97,15808.27,1757.67,4332.31,499.02,5354.58,
449.11,4605.2,9992.38,7192.98,15898.38,1634.79,4213.53,462.16,5155.93,
449.316,4515.09,9750.72,7051.67,16324.36,1591.78,4342.55,460.11,4942.94,
449.522,4554,10277.05,7276.94,16615.17,1606.12,4619.02,511.31,5399.64,
449.728,4535.57,10522.8,7428.49,17112.83,1628.65,4733.71,531.79,5407.83,
449.935,4748.56,10395.83,7201.17,17342.2,1735.14,4762.38,542.03,5381.21,
450.141,4609.3,10627.25,6984.09,17000.19,1575.4,5116.68,472.4,5248.09,
450.347,4699.41,10836.14,7569.8,17825.52,1681.89,5208.84,566.6,5526.61,
450.553,4470.03,10555.57,7156.11,17278.71,1755.62,5126.92,482.64,5190.75,
450.76,4484.37,10782.9,7082.39,17342.2,1581.54,5307.14,437.58,5033.05,
450.966,4695.31,11407.53,7215.51,17975.02,1653.22,5565.18,505.17,5334.11,
451.172,4562.19,11241.64,7405.97,18013.93,1597.93,5597.95,544.08,5280.86,
451.378,4791.56,11903.14,7547.28,18599.65,1737.19,5864.19,523.6,5428.31,
451.584,4697.36,11337.9,7598.48,18095.85,1724.9,5993.21,517.45,5223.51,
451.791,4781.32,11942.05,7451.02,18710.24,1765.86,6210.29,546.13,5600.34,
451.997,4719.89,11749.54,7123.35,18439.91,1671.65,6425.33,658.76,5469.27,
452.203,4863.24,12394.65,7483.79,18734.82,1638.89,6804.21,488.78,5430.36,
452.409,5000.46,12898.45,7217.55,19494.61,1739.24,6734.57,582.99,5358.68,
452.615,4832.52,12392.6,7580.04,18824.93,1685.99,6984.43,566.6,5758.03,
452.821,4842.76,12159.13,7240.08,18695.91,1575.4,6927.08,511.31,5112.92,
453.027,4648.21,12009.63,7270.8,18343.66,1528.3,7131.88,378.19,5387.35,
453.233,5102.86,12781.71,7621,19525.33,1763.81,7744.22,673.1,5796.95,
453.44,4949.26,12656.79,7276.94,18675.43,1587.69,7484.13,523.6,5389.4,
453.646,4855.05,12681.36,7381.39,18687.71,1645.03,7889.63,511.31,5543,
453.852,4885.77,12832.91,7801.22,18810.59,1642.98,8170.2,490.83,5686.36,
454.058,4965.64,13361.29,7618.96,19056.35,1599.98,8405.72,400.72,5700.69,
454.264,5063.94,13318.28,7414.16,18880.22,1542.63,8301.27,546.13,5651.54,
454.47,5225.73,13414.54,8139.14,19222.23,1708.52,8833.74,552.27,5909.58,
454.676,5045.51,13019.28,8092.04,18298.6,1651.17,8645.33,480.59,5737.56,
454.882,5319.94,13961.34,8483.2,19205.85,1698.28,9241.29,548.17,6202.44,
455.088,4889.87,12900.5,7864.71,18122.48,1509.86,8747.73,527.69,5663.83,
455.294,5002.51,13150.35,7745.93,17749.75,1624.55,9046.73,558.41,5940.3,
455.5,5373.19,13641.86,8143.24,18292.46,1718.76,9376.45,646.48,6005.84,
455.705,5154.05,13740.16,8106.37,18208.49,1774.05,9695.94,437.58,6253.64,
455.911,5344.52,13074.57,7922.06,17463.03,1694.18,9906.88,542.03,5928.02,
456.117,5188.87,13183.12,7731.59,17389.3,1640.93,9700.03,517.45,5825.62,
456.323,5217.54,13449.35,7846.28,17491.7,1690.09,9939.65,394.58,5981.26,
456.529,5145.86,12966.03,7608.72,16713.47,1546.73,9388.74,492.88,5786.71,
456.735,5379.33,13383.82,7799.18,17102.59,1661.41,9953.98,501.07,5997.65,
456.941,5358.85,13226.12,8208.77,16801.54,1626.6,10132.15,542.03,6032.46,
457.147,5258.5,13021.33,8169.86,16375.56,1679.85,10449.59,546.13,6190.16,
457.352,5289.22,12800.15,7864.71,15998.73,1681.89,10343.1,521.55,6022.22,
457.558,5291.27,12906.64,7911.82,15679.25,1538.54,10414.77,529.74,5981.26,
457.764,5485.83,12992.66,8309.12,16025.36,1726.95,10599.09,642.38,6251.6,
457.97,5416.19,12963.98,8216.96,15560.47,1587.69,10472.12,456.01,6124.62,
458.176,5391.62,12834.96,8372.61,15546.13,1722.85,10691.25,431.44,6276.17,
458.381,5448.96,13099.15,8345.98,15243.03,1708.52,10769.07,511.31,6368.33,
458.587,5410.05,12353.69,8153.48,14917.4,1737.19,10734.26,521.55,6276.17,
458.793,5448.96,12730.52,8245.63,15163.16,1591.78,10683.06,525.65,6399.05,
458.999,5195.01,11909.28,7950.73,14034.73,1542.63,10590.9,402.77,6050.89,
459.204,5664,12837.01,8825.21,15650.58,1731.05,11336.36,494.93,6745.16,
459.41,5817.6,12818.58,8806.78,15212.31,1708.52,11287.21,437.58,6657.09,
459.616,5594.37,12140.7,8520.06,14212.9,1538.54,10883.76,546.13,6413.38,
459.821,5922.04,12292.25,8556.93,14239.53,1714.66,11014.83,470.35,6532.17,
460.027,5723.39,12189.85,8853.88,14315.3,1524.2,10894,378.19,6671.43,
460.233,5936.38,12251.29,9017.72,14266.15,1714.66,11276.97,472.4,6972.48,
460.438,5868.8,11720.87,8618.36,13739.82,1667.56,10654.39,468.3,6714.44,
460.644,5977.34,11966.62,9019.77,14018.35,1739.24,10664.63,456.01,6734.92,
460.85,5698.81,11483.3,8743.29,13379.38,1698.28,10562.23,562.51,6644.81,
461.055,5666.05,11280.55,9116.02,13266.74,1614.31,10496.69,544.08,6759.49,
461.261,5895.42,11548.84,9126.26,13555.51,1706.47,10496.69,494.93,6902.85,
461.466,5659.9,10582.2,8618.36,12519.23,1585.64,9831.1,439.63,6458.44,
461.672,5631.23,10420.41,8755.58,12128.07,1544.68,9794.24,367.95,6419.53,
461.878,5895.42,11360.42,9429.36,13301.56,1606.12,10488.5,486.73,6972.48,
462.083,5764.35,10727.6,9152.88,12265.28,1739.24,9956.03,605.52,7029.82,
462.289,5631.23,10320.06,8872.31,11896.65,1559.02,9902.78,400.72,6689.86,
462.494,5719.29,10422.45,9107.83,12046.15,1561.06,9978.56,447.82,6900.8,
462.7,5819.64,9867.45,9122.16,11773.77,1591.78,9732.8,478.54,6730.82,
462.905,5610.75,9812.16,8862.07,11503.44,1604.07,9454.28,468.3,6700.1,
463.111,6061.3,10363.06,9380.21,12375.88,1718.76,9933.5,554.32,7064.64,
463.316,6284.53,10635.44,9380.21,12396.35,1751.53,9880.25,611.66,7214.14,
463.522,6089.98,10465.46,9783.66,12201.8,1681.89,10042.04,552.27,7134.27,
463.727,6288.63,10592.44,9759.08,12693.31,1620.46,9745.09,445.77,7128.13,
463.932,6268.15,10809.52,9699.69,12746.56,1585.64,9712.32,496.97,7437.37,
464.138,6487.28,10586.29,10080.61,12642.11,1606.12,9824.96,421.2,7507,
464.343,6624.5,10786.99,9980.26,12785.47,1618.41,10078.91,531.79,7633.97,
464.549,6591.73,10471.61,9861.48,12482.37,1661.41,9917.12,548.17,7593.01,
464.754,6843.63,10731.7,10637.66,12973.88,1733.09,10328.76,585.04,7838.77,
464.959,6730.99,10789.04,10664.29,12834.62,1743.33,10367.67,568.65,8008.75,
465.165,6866.16,10952.88,10396,13102.9,1554.92,9876.16,445.77,7855.15,
465.37,6782.19,10293.43,10408.29,12410.69,1683.94,9571.01,564.56,7969.84,
465.575,6571.25,10338.49,10072.42,12269.38,1530.34,9480.9,517.45,7816.24,
465.781,6835.44,10731.7,10596.7,12607.3,1665.51,10070.72,484.69,8164.4,
465.986,7103.72,10825.9,10740.06,12844.86,1634.79,9921.21,519.5,8334.38,
466.191,6907.12,10602.68,10598.75,12848.96,1649.13,9900.73,533.84,8088.62,
466.397,7013.61,10559.67,10686.81,12752.7,1669.61,9800.38,558.41,8250.41,
466.602,6802.67,9865.41,10486.11,11953.99,1610.22,9607.87,617.8,7820.34,
466.807,7021.8,10236.09,10635.61,12654.4,1552.87,9882.3,484.69,8231.98,
467.012,7283.94,10539.19,11018.58,12728.13,1620.46,10005.18,570.7,8414.25,
467.218,7206.12,10414.26,11344.21,12422.98,1610.22,10226.36,587.08,8115.25,
467.423,7193.83,10569.91,11127.13,12730.17,1579.5,10078.91,599.37,8399.91,
467.628,7390.44,10514.61,11653.45,12613.44,1647.08,10285.75,531.79,8651.81,
467.833,7791.84,11217.07,11880.78,13367.09,1542.63,10719.92,419.15,8944.67,
468.038,7300.33,10725.55,11223.38,12932.92,1636.84,10623.67,511.31,8827.94,
468.244,7449.83,10600.63,11120.98,12674.88,1528.3,10490.55,517.45,8649.77,
468.449,7726.3,11147.44,11927.88,12793.66,1632.74,11010.73,605.52,9301.02,
468.654,7607.52,10768.56,11682.13,12633.92,1657.32,10894,521.55,8895.52,
468.859,7738.59,10842.29,11977.03,12883.77,1589.74,10810.03,394.58,9008.16,
469.064,7947.48,11059.37,12112.2,12912.44,1702.37,11037.36,552.27,9061.41,
469.269,7515.36,10533.04,11888.97,12365.64,1518.06,10844.85,515.41,8952.87,
469.474,7771.36,10784.94,11968.84,12816.19,1710.57,10894,550.22,9411.61,
469.679,8107.23,11079.85,12527.94,13031.23,1825.25,11516.58,603.47,9489.43,
469.885,7900.38,10885.3,11891.02,12670.78,1696.23,11063.98,505.17,9237.53,
470.09,8185.05,11141.29,12362.05,12609.34,1716.71,11213.48,501.07,9583.64,
470.295,8303.83,10883.25,12620.1,12709.69,1657.32,11317.93,580.94,9792.53,
470.5,7970.01,10698.93,12343.62,12429.12,1620.46,11254.44,415.06,9577.5,
470.705,8162.52,11278.51,12624.19,12623.68,1776.1,11604.64,630.09,9982.99,
470.91,8266.97,11163.82,12456.26,12420.93,1673.7,11528.87,546.13,9444.38,
471.115,8150.23,11047.08,12906.81,12570.43,1790.44,11707.04,597.32,9640.98,
471.32,8537.3,11262.12,13318.45,12959.55,1661.41,12106.4,474.45,10003.47,
471.525,8830.16,11163.82,13121.85,12992.31,1847.78,11971.23,666.96,10386.44,
471.73,8582.35,11290.79,12988.73,12699.45,1915.36,12130.97,658.76,10155.02,
471.935,8684.75,11102.38,13115.7,12721.98,1634.79,11981.47,492.88,10247.18,
472.139,8365.27,11004.08,12974.39,12234.57,1630.7,11729.57,480.59,10046.48,
472.344,8613.07,11055.28,13168.95,12537.66,1610.22,12102.3,439.63,10216.46,
472.549,8629.46,11088.04,13812.01,12191.56,1667.56,12378.78,578.89,10671.11,
472.754,8877.26,11079.85,13668.66,12429.12,1642.98,12198.56,542.03,10583.05,
472.959,8746.19,10909.87,13457.71,12052.3,1724.9,12399.26,599.37,10761.22,
473.164,8824.01,11077.8,13498.67,12109.64,1683.94,12221.08,611.66,10578.95,
473.369,8719.57,10981.55,13545.78,11837.26,1632.74,12454.55,576.84,10574.86,
473.574,9422.02,11331.75,14285.09,12293.96,1731.05,13324.94,709.96,11256.83,
473.778,9280.71,11462.82,14141.74,12416.83,1769.96,13075.09,535.89,11052.03,
473.983,9360.58,11307.18,14504.23,12451.65,1716.71,12905.1,568.65,11236.35,
474.188,9637.06,11550.89,14539.04,12801.85,1720.81,13468.3,595.28,11332.61,
474.393,9549,11108.52,14373.16,12013.38,1642.98,12778.13,472.4,10929.16,
474.598,9630.91,11262.12,14872.86,12316.48,1655.27,13345.42,531.79,11541.5,
474.802,9614.53,11370.66,14811.42,12334.92,1673.7,12753.55,537.93,11416.57,
475.007,9968.83,11407.53,15364.37,12326.72,1681.89,13257.36,492.88,11820.02,
475.212,10382.52,11690.15,15460.63,12566.34,1755.62,13232.78,677.19,11926.52,
475.417,9868.48,11030.7,14909.72,11865.93,1681.89,13027.98,468.3,11809.78,
475.621,9917.63,11208.87,15421.72,12089.16,1729,13380.23,613.71,12194.8,
475.826,9966.78,11077.8,15888.65,12224.33,1595.88,13474.44,466.25,12096.5,
476.031,10077.37,11112.62,15595.79,12296,1733.09,13408.9,503.12,12174.32,
476.235,9827.52,11143.34,15755.54,12250.95,1581.54,13347.47,525.65,12276.72,
476.44,10388.66,11608.23,15984.91,12726.08,1675.75,13367.95,550.22,12540.91,
476.645,10560.69,11344.04,16220.42,12527.42,1698.28,13537.93,582.99,12514.28,
476.849,11101.36,11837.6,16152.84,12916.54,1673.7,13353.61,505.17,12719.08,
477.054,10650.8,11720.87,16687.36,12613.44,1642.98,13507.21,507.21,12936.17,
477.259,10818.74,11774.11,16345.35,12584.77,1700.33,13281.93,453.97,12895.21,
477.463,11148.46,11940,16357.64,12740.41,1698.28,13609.61,724.3,13321.18,
477.668,10927.28,11808.93,16386.31,12894.01,1870.31,13277.83,777.55,13200.35,
477.872,11164.84,11907.23,17193.21,13031.23,1655.27,13582.98,728.39,13507.55,
478.077,11197.61,11659.43,16703.75,12973.88,1604.07,13304.46,654.67,13437.92,
478.282,10966.19,11663.52,16603.39,12818.24,1528.3,13017.74,490.83,13396.96,
478.486,11306.15,11858.08,16959.74,13037.37,1659.37,13353.61,626,13382.62,
478.691,11240.62,11655.33,16857.34,13096.76,1649.13,13150.86,628.04,13585.37,
478.895,11431.08,11761.83,17457.4,13029.18,1640.93,13140.62,650.57,13456.35,
479.1,11240.62,11960.48,17633.52,13229.88,1714.66,13292.17,666.96,13894.61,
479.304,11568.29,12320.92,18098.41,13342.52,1702.37,13394.57,775.5,14066.64,
479.509,11506.85,11882.66,17645.81,13274.93,1681.89,12778.13,630.09,13777.88,
479.713,11754.66,12214.43,18487.53,13526.83,1722.85,13359.75,851.27,14310.35,
479.918,11533.48,11960.48,18194.67,13199.16,1747.43,13304.46,832.84,14009.3,
480.122,11551.91,11954.33,18055.4,13205.3,1577.45,13103.76,804.17,14197.71,
480.326,11951.26,12148.89,18184.43,13721.39,1739.24,13388.43,841.03,14451.66,
480.531,12014.75,12286.11,18637.03,14149.42,1700.33,13283.98,851.27,14785.48,
480.735,12055.71,12189.85,19214.55,13612.85,1745.38,13251.21,957.77,14748.62,
480.94,12057.76,12419.22,19196.12,14173.99,1659.37,13292.17,1023.3,14783.43,
481.144,12852.37,12638.36,19357.91,14755.61,1860.07,14312.06,1301.83,15416.26,
481.348,12369.05,12374.17,18751.71,14159.66,1823.2,13437.58,1178.95,14851.02,
481.553,12653.72,12984.46,19335.38,14540.58,1858.02,13779.59,1369.41,15422.4,
481.757,12485.78,12499.09,18682.08,14393.12,1778.15,13269.64,1305.92,14765,
481.961,12620.95,12908.69,19382.49,14968.6,1866.21,13589.13,1531.2,15129.54,
482.166,13089.93,13281.42,19556.57,15302.42,1817.06,13826.69,1604.92,15604.67,
482.37,12940.43,13117.58,19996.88,15185.69,1909.22,13888.13,1731.9,15551.42,
482.574,12940.43,13207.69,19775.7,15083.29,2066.91,13845.12,1979.7,15645.63,
482.778,13022.35,13267.08,20297.93,15095.58,1962.47,14246.52,2084.15,15621.05,
482.983,13130.89,13701.25,20431.05,15511.32,2230.75,14379.64,2442.54,16024.5,
483.187,13481.1,13451.4,20021.45,15327,2189.79,14334.59,2590,16128.95,
483.391,13356.17,13826.18,20580.55,15961.87,2363.87,14494.33,2741.55,16317.36,
483.595,13237.39,13770.88,20676.8,15607.57,2331.1,14457.46,3155.24,16094.13,
483.8,13341.83,13701.25,20404.42,15480.6,2365.92,14287.48,3298.59,16032.69,
484.004,13311.11,14194.81,20803.78,16135.95,2578.9,14312.06,3560.73,16542.64,
484.208,13773.96,14346.36,20934.85,16232.2,2580.95,14754.42,4039.96,16790.44,
484.412,13706.37,14051.45,20977.86,16080.65,2562.52,14733.94,4248.85,16786.35,
484.616,13614.21,14387.32,20893.89,16508.68,2824.66,15188.59,4445.46,16894.89,
484.821,13737.09,14696.57,21043.39,16836.35,2763.22,15030.9,4678.93,17005.48,
485.025,13866.11,14391.42,20803.78,16762.62,2810.33,15016.56,4775.18,16720.81,
485.229,14054.53,14968.94,21065.92,17088.25,3008.98,15211.12,5289.22,17195.94,
485.433,13964.42,14809.2,21207.23,17059.58,3314.13,15342.19,5575.94,16917.42,
485.637,14120.06,14946.42,21737.65,17305.34,3199.44,15444.59,5895.42,17540,
485.841,14017.66,14897.27,21225.66,17391.35,3226.06,15469.16,6001.91,17263.52,
486.045,14230.65,14993.52,21682.36,17391.35,3465.68,15473.26,6401.27,17482.66,
486.249,14308.47,15151.21,22048.94,17528.56,3670.47,15856.23,6716.65,17300.39,
486.453,14308.47,15030.38,21813.43,17415.93,3555.79,15827.56,6946.03,17685.4,
486.657,14560.38,15315.05,21862.58,17708.79,3785.16,15913.57,6898.92,17783.71,
486.861,14804.08,15349.87,22845.6,17946.35,3758.53,16339.55,7314.66,17730.46,
487.065,14595.19,15226.99,22499.5,17647.35,3707.34,15641.19,7208.17,17429.41,
487.269,14529.66,15564.9,22554.79,18061.04,3803.59,16644.7,7238.89,17822.62,
487.473,14572.66,15485.03,22415.53,18368.23,3717.58,16228.96,7077.1,17763.23,
487.677,14861.43,16191.58,22978.72,18482.92,3860.93,16747.09,7320.81,18445.2,
487.881,15096.94,16463.96,23093.41,19035.87,3828.17,16771.67,7453.92,18295.7,
488.085,14744.69,16248.93,22743.2,19130.08,3664.33,16634.46,7085.29,18312.08,
488.289,14906.48,16461.91,23154.85,18808.54,3570.12,16984.66,7019.75,18619.28,
488.493,15043.7,16482.39,22968.48,19195.61,3484.11,16994.9,6862.06,18668.43,
488.697,15367.27,16625.75,23496.86,19523.29,3654.09,17490.51,6989.03,18852.75,
488.901,15432.81,16681.05,23683.22,19162.84,3557.83,17357.39,6784.24,18805.64,
489.105,15434.86,16842.84,23734.42,19293.91,3246.54,17414.73,6307.06,18449.3,
489.309,15365.23,16932.95,24084.62,19805.91,3277.26,17820.23,6239.48,19051.4,
489.512,15758.44,17092.69,23922.83,19492.57,3285.45,17920.58,6143.22,19059.59,
489.716,15574.12,17383.5,24191.12,19914.45,3295.69,17918.53,5985.53,18946.95,
489.92,15866.98,17467.47,23824.53,20096.72,3185.1,17867.33,5780.73,18926.47,
490.124,15639.65,17281.1,24219.79,20174.54,3043.79,18281.02,5754.11,19147.65,
490.328,16108.64,17950.79,24625.29,20633.29,3158.48,18731.58,5764.35,19622.78,
490.531,16184.41,17764.42,23840.92,20649.67,2908.63,18448.96,5369.09,19430.27,
490.735,16245.85,17985.6,24146.06,21329.59,3066.32,18403.9,5522.69,19653.5,
490.939,16174.17,17891.4,24596.62,21139.13,2863.57,18508.35,5430.53,19794.81,
491.143,15873.12,18303.04,24101.01,21042.88,2906.58,18600.51,5199.11,19585.92,
491.346,16039.01,18243.65,24486.03,21057.21,2830.8,18647.61,5166.34,19653.5,
491.55,16254.05,18565.18,24862.85,21169.85,2972.11,19071.54,5211.4,20179.83,
491.754,16254.05,18612.28,24539.27,21264.06,2775.51,18831.93,5057.8,19936.12,
491.958,16018.53,18477.12,24518.79,21659.32,2787.8,19094.07,5158.15,20190.07,
492.161,16127.07,18692.15,24490.12,21376.7,2765.27,19214.9,4963.59,19946.36,
492.365,16415.83,18784.31,25239.68,21739.19,2734.55,19417.65,5016.84,20650.86,
492.569,16094.3,18628.67,25473.15,21788.34,2648.54,19384.88,4861.2,19979.13,
492.772,16272.48,18942,25225.34,21894.83,2673.11,19006,4685.07,20327.28,
492.976,16358.49,18892.85,25131.14,22138.54,2613.72,19966.5,4601.1,20673.39,
493.18,16686.17,19216.43,25505.91,22091.44,2400.73,19749.42,4445.46,20536.18,
493.383,16505.95,19210.29,25890.93,22361.77,2533.85,19804.71,4539.66,21136.23,
493.587,16837.72,19613.74,26478.7,22720.17,2474.46,19825.19,4396.31,20781.93,
493.79,16725.08,19742.76,26550.38,22703.78,2515.42,20204.07,4179.22,21050.22,
493.994,16493.66,19271.73,26163.31,22345.39,2372.06,19798.57,3990.81,20822.89,
494.197,16893.01,19548.2,26286.19,22773.41,2361.82,20027.94,3921.18,20974.44,
494.401,16897.11,19740.71,26327.15,23441.05,2300.38,20136.48,3949.85,21019.5,
494.605,16667.74,19873.83,26431.6,23015.07,2214.37,20421.15,3724.57,21105.51,
494.808,17208.4,20228.13,26480.75,23742.1,2284,20267.55,3702.04,21263.21,
495.012,16895.06,20287.52,26699.88,23391.9,2365.92,20656.67,3693.85,21152.62,
495.215,16815.19,20375.58,26189.94,23838.36,2329.05,20607.51,3656.99,21148.52,
495.419,17126.48,20514.84,26241.14,23764.63,2165.21,20650.52,3542.3,21394.28,
495.622,17181.78,20361.25,26118.26,23807.64,2144.74,20447.77,3280.16,21201.77,
495.825,17507.4,20432.93,26531.95,23932.56,2071.01,20660.76,3271.97,21199.72,
496.029,17261.65,20318.24,26417.26,23977.62,2068.96,20601.37,3183.91,21547.87,
496.232,17519.69,20705.31,26826.85,24778.37,2148.83,21142.03,3200.29,21773.15,
496.436,17417.29,20815.9,26476.65,24579.72,2093.54,21101.08,3056.93,21711.71,
496.639,18035.78,21506.06,26871.91,25261.69,2120.16,21387.79,3149.09,22147.93,
496.843,17640.52,21622.8,26450.03,24821.38,2050.53,21338.64,2895.15,21613.41,
497.046,18158.66,21993.48,27007.08,25716.34,1917.41,21391.89,2778.41,21943.13,
497.249,17933.38,21835.78,27170.91,25783.93,2054.62,21840.39,2907.43,22057.82,
497.453,17736.77,22020.1,27031.65,25597.56,1970.66,21705.23,2739.5,21941.08,
497.656,17806.41,21796.87,27682.91,25382.52,1898.98,21576.2,2532.65,22129.5,
497.859,17603.66,21934.09,27625.56,25362.04,1860.07,21541.39,2600.24,21836.64,
498.063,17718.34,21774.35,27154.53,25517.69,1984.99,21914.12,2483.5,22037.34,
498.266,17925.19,22151.17,27512.92,26019.44,1903.07,22438.4,2538.8,22758.22,
498.469,17642.57,21522.44,26978.4,25575.03,1804.77,21709.32,2340.15,22430.55,
498.673,17833.03,21792.78,27557.98,25695.86,1819.11,22186.5,2198.84,22534.99,
498.876,18068.55,22206.47,28143.7,26238.58,1841.64,22364.67,2028.85,22504.28,
499.079,18031.68,22173.7,28067.92,26443.37,1722.85,22288.9,2026.81,22594.39,
499.282,17761.35,22278.15,27490.4,26037.87,1720.81,22524.41,2065.72,22373.21,
499.485,18342.97,22949.88,28252.24,27057.76,1923.55,22854.14,2217.27,23104.33,
499.689,18013.25,22745.08,27605.08,26582.63,1808.87,22716.92,1928.5,22790.99,
499.892,18273.34,23025.65,28518.48,26732.14,1726.95,22938.1,1961.27,22983.5,
500.095,18238.53,22579.2,28545.1,26656.36,1661.41,22790.65,1746.23,22790.99,
500.298,18428.99,23093.24,29081.67,27219.55,1624.55,23527.92,1740.09,23337.8,
500.501,18320.45,22673.4,28573.77,26883.69,1561.06,22964.73,1649.98,22741.84,
500.705,18549.82,23416.82,29026.37,27225.7,1718.76,23581.17,1656.12,23319.37,
500.908,18349.12,23375.86,28614.73,27321.95,1587.69,23626.22,1586.49,23348.04,
501.111,18721.85,23150.58,28948.55,27453.02,1534.44,23699.95,1551.68,23372.61,
501.314,18785.33,23343.09,28973.13,27430.49,1759.72,23257.59,1566.01,23354.18,
501.517,18908.21,23582.7,29085.76,27154.02,1706.47,23632.36,1576.25,23427.91,
501.72,19350.57,23734.25,28760.14,27778.65,1573.35,23697.9,1445.18,23634.75,
501.923,18693.18,23584.75,28411.98,27610.71,1706.47,23509.49,1248.58,23298.89,
502.126,19244.08,24012.77,28805.19,28276.3,1569.26,23863.79,1271.11,23667.52,
502.329,19260.46,24283.11,28717.13,28548.68,1612.26,24351.2,1338.69,23886.65,
502.532,19424.3,23941.1,28487.76,28663.37,1671.65,24320.48,1226.05,23853.89,
502.735,19321.9,24502.24,29253.7,28513.87,1536.49,24566.24,1078.6,23520.07,
502.938,19506.22,24899.55,29362.24,28945.99,1702.37,24635.87,1168.71,24195.9,
503.141,19326,24375.27,29481.02,28708.43,1638.89,24865.24,1066.31,23866.17,
503.344,19231.79,24754.14,29225.03,28933.7,1464.81,24689.12,1043.78,24306.49,
503.547,19160.11,24745.95,29241.41,28483.15,1616.36,24697.31,1144.13,23743.3,
503.75,19420.21,24836.06,29395.01,28616.27,1524.2,24934.87,863.56,24165.18,
503.953,19287.09,24788.96,29812.79,28655.18,1421.8,25405.91,867.66,24314.68,
504.156,19274.8,24958.94,29909.05,29337.15,1585.64,25215.44,953.67,24451.89,
504.359,19113.01,25073.62,29384.77,29333.06,1583.59,25635.28,879.94,24288.06,
504.562,19207.22,24805.34,29421.63,28862.02,1571.3,25219.54,853.32,24312.63,
504.765,19477.55,25702.35,29579.32,29445.69,1597.93,25385.43,779.59,24836.91,
