# CheminTotalEnMicrons	Intensite
-7.045399999999999636e+03	6.000002470316868397e+01
-7.045199999999999818e+03	5.999996681546898714e+01
-7.045000000000000000e+03	6.000003651425671336e+01
-7.044800000000000182e+03	5.999996526910168626e+01
-7.044600000000000364e+03	6.000003339599159347e+01
-7.044399999999999636e+03	5.999996679965865098e+01
-7.044199999999999818e+03	6.000003283957663314e+01
-7.044000000000000000e+03	5.999996918534358770e+01
-7.043800000000000182e+03	6.000002750427024267e+01
-7.043600000000000364e+03	5.999996936245860013e+01
-7.043399999999999636e+03	6.000003358413722054e+01
-7.043199999999999818e+03	5.999997407546192818e+01
-7.043000000000000000e+03	6.000002544702682883e+01
-7.042800000000000182e+03	5.999996684501871158e+01
-7.042600000000000364e+03	6.000003453838603917e+01
-7.042399999999999636e+03	5.999996956482006993e+01
-7.042199999999999818e+03	6.000002613180779321e+01
-7.042000000000000000e+03	5.999997543185797610e+01
-7.041800000000000182e+03	6.000002803368001025e+01
-7.041600000000000364e+03	5.999996955769626794e+01
-7.041399999999999636e+03	6.000002812686993536e+01
-7.041199999999999818e+03	5.999997211980392109e+01
-7.041000000000000000e+03	6.000003511921552501e+01
-7.040800000000000182e+03	5.999997026405009137e+01
-7.040600000000000364e+03	6.000003334342017780e+01
-7.040399999999999636e+03	5.999997063355837668e+01
-7.040199999999999818e+03	6.000003524697785906e+01
-7.040000000000000000e+03	5.999996528050018441e+01
-7.039800000000000182e+03	6.000002987646368524e+01
-7.039600000000000364e+03	5.999996784057752564e+01
-7.039399999999999636e+03	6.000003195957578583e+01
-7.039199999999999818e+03	5.999996376368208217e+01
-7.039000000000000000e+03	6.000002449485270972e+01
-7.038800000000000182e+03	5.999996921412891737e+01
-7.038600000000000364e+03	6.000003426020291641e+01
-7.038399999999999636e+03	5.999997488117354294e+01
-7.038199999999999818e+03	6.000002590785457812e+01
-7.038000000000000000e+03	5.999997500097084213e+01
-7.037800000000000182e+03	6.000003535066875315e+01
-7.037600000000000364e+03	5.999997456663831485e+01
-7.037399999999999636e+03	6.000002587442245527e+01
-7.037199999999999818e+03	5.999996925883286281e+01
-7.037000000000000000e+03	6.000003417654652793e+01
-7.036800000000000182e+03	5.999996715832337202e+01
-7.036600000000000364e+03	6.000003045969357629e+01
-7.036399999999999636e+03	5.999996855642098126e+01
-7.036199999999999818e+03	6.000002935208506472e+01
-7.036000000000000000e+03	5.999997558514398577e+01
-7.035800000000000182e+03	6.000002438817947592e+01
-7.035600000000000364e+03	5.999997156736536397e+01
-7.035399999999999636e+03	6.000003087314409100e+01
-7.035199999999999818e+03	5.999996742630011681e+01
-7.035000000000000000e+03	6.000003219945602950e+01
-7.034800000000000182e+03	5.999996957251124030e+01
-7.034600000000000364e+03	6.000003306596263286e+01
-7.034399999999999636e+03	5.999996865819245784e+01
-7.034199999999999818e+03	6.000002711448427561e+01
-7.034000000000000000e+03	5.999997108748868868e+01
-7.033800000000000182e+03	6.000002911813680839e+01
-7.033600000000000364e+03	5.999996413209992596e+01
-7.033399999999999636e+03	6.000003104320636282e+01
-7.033199999999999818e+03	5.999996502338488824e+01
-7.033000000000000000e+03	6.000002765241845992e+01
-7.032800000000000182e+03	5.999997306190075363e+01
-7.032600000000000364e+03	6.000003487703000360e+01
-7.032399999999999636e+03	5.999996578575532880e+01
-7.032199999999999818e+03	6.000003630593997173e+01
-7.032000000000000000e+03	5.999996432183465345e+01
-7.031800000000000182e+03	6.000002820115879132e+01
-7.031600000000000364e+03	5.999996690340098837e+01
-7.031399999999999636e+03	6.000003549176233975e+01
-7.031199999999999818e+03	5.999997345792030501e+01
-7.031000000000000000e+03	6.000003487995147111e+01
-7.030800000000000182e+03	5.999996767344191539e+01
-7.030600000000000364e+03	6.000002938436897892e+01
-7.030399999999999636e+03	5.999997146714895990e+01
-7.030199999999999818e+03	6.000002902367365465e+01
-7.030000000000000000e+03	5.999997550285876713e+01
-7.029800000000000182e+03	6.000003292466897165e+01
-7.029600000000000364e+03	5.999996715942476300e+01
-7.029399999999999636e+03	6.000002807686546902e+01
-7.029199999999999818e+03	5.999997073434246175e+01
-7.029000000000000000e+03	6.000002631740300529e+01
-7.028800000000000182e+03	5.999996794834540026e+01
-7.028600000000000364e+03	6.000003461459304788e+01
-7.028399999999999636e+03	5.999997262108728080e+01
-7.028199999999999818e+03	6.000003627529204664e+01
-7.028000000000000000e+03	5.999996997883945937e+01
-7.027800000000000182e+03	6.000003139796524465e+01
-7.027600000000000364e+03	5.999996501496348600e+01
-7.027399999999999636e+03	6.000003606690192015e+01
-7.027199999999999818e+03	5.999997557577785301e+01
-7.027000000000000000e+03	6.000003100400307687e+01
-7.026800000000000182e+03	5.999997268836879982e+01
-7.026600000000000364e+03	6.000003553181696248e+01
-7.026399999999999636e+03	5.999997038749832257e+01
-7.026199999999999818e+03	6.000003533420534296e+01
-7.026000000000000000e+03	5.999996413767574666e+01
-7.025800000000000182e+03	6.000002642340768233e+01
-7.025600000000000364e+03	5.999996907719721406e+01
-7.025399999999999636e+03	6.000003323535523947e+01
-7.025199999999999818e+03	5.999996383430252678e+01
-7.025000000000000000e+03	6.000003247581253873e+01
-7.024800000000000182e+03	5.999996667504265702e+01
-7.024600000000000364e+03	6.000002898257217510e+01
-7.024399999999999636e+03	5.999997556580595415e+01
-7.024199999999999818e+03	6.000002472207265924e+01
-7.024000000000000000e+03	5.999997340448976502e+01
-7.023800000000000182e+03	6.000003275323005170e+01
-7.023600000000000364e+03	5.999997417397842270e+01
-7.023399999999999636e+03	6.000002511033791563e+01
-7.023199999999999818e+03	5.999997392721487444e+01
-7.023000000000000000e+03	6.000002561603597684e+01
-7.022800000000000182e+03	5.999996590723458922e+01
-7.022600000000000364e+03	6.000002548649804623e+01
-7.022399999999999636e+03	5.999997126167956196e+01
-7.022199999999999818e+03	6.000003471652875930e+01
-7.022000000000000000e+03	5.999996733705948060e+01
